Name,Act
1973628,26.000000000000000000000000000000
1973629,24.000000000000000000000000000000
1973630,40.000000000000000000000000000000
1973631,29.000000000000000000000000000000
1973632,50.000000000000000000000000000000
1973633,86.000000000000000000000000000000
1973634,39.000000000000000000000000000000
1973635,65.000000000000000000000000000000
1973636,254.000000000000000000000000000000
1973637,401.000000000000000000000000000000
1973638,47.000000000000000000000000000000
1973639,71.000000000000000000000000000000
1973640,99.000000000000000000000000000000
1973641,66.000000000000000000000000000000
1973642,189.000000000000000000000000000000
1973643,57.000000000000000000000000000000
1973644,236.000000000000000000000000000000
1973645,99.000000000000000000000000000000
1973646,137.000000000000000000000000000000
1973647,222.000000000000000000000000000000
1973648,58.000000000000000000000000000000
1973649,99.000000000000000000000000000000
1973650,30.000000000000000000000000000000
1973651,78.000000000000000000000000000000
1973652,59.000000000000000000000000000000
1973653,64.000000000000000000000000000000
1973654,43.000000000000000000000000000000
1973655,57.000000000000000000000000000000
1973656,58.000000000000000000000000000000
1973657,24.000000000000000000000000000000
1973658,40.000000000000000000000000000000
1973659,30.000000000000000000000000000000
1973660,32.000000000000000000000000000000
1973661,61.000000000000000000000000000000
1973662,37.000000000000000000000000000000
1973663,29.000000000000000000000000000000
1973664,308.000000000000000000000000000000
1973665,224.000000000000000000000000000000
1973666,68.000000000000000000000000000000
1973667,380.000000000000000000000000000000
1973668,459.000000000000000000000000000000
1973669,539.000000000000000000000000000000
1973670,309.000000000000000000000000000000
1973671,184.000000000000000000000000000000
1973672,188.000000000000000000000000000000
1973673,194.000000000000000000000000000000
1973674,226.000000000000000000000000000000
1973675,541.000000000000000000000000000000
1973676,596.000000000000000000000000000000
1973677,67.000000000000000000000000000000
1973678,72.000000000000000000000000000000
1973679,78.000000000000000000000000000000
1973680,402.000000000000000000000000000000
1973681,574.000000000000000000000000000000
1973682,58.000000000000000000000000000000
1973683,225.000000000000000000000000000000
1973684,135.000000000000000000000000000000
1973685,103.000000000000000000000000000000
1973686,215.000000000000000000000000000000
1973687,591.000000000000000000000000000000
1973688,206.000000000000000000000000000000
1973689,109.000000000000000000000000000000
1973690,163.000000000000000000000000000000
1973691,312.000000000000000000000000000000
1973692,647.000000000000000000000000000000
1973693,215.000000000000000000000000000000
1973694,192.000000000000000000000000000000
1973695,178.000000000000000000000000000000
1973696,481.000000000000000000000000000000
1973697,92.000000000000000000000000000000
1973698,116.000000000000000000000000000000
1973699,270.000000000000000000000000000000
1973700,1269.000000000000000000000000000000
1973701,123.000000000000000000000000000000
1973702,1017.000000000000000000000000000000
1973703,498.000000000000000000000000000000
1973704,552.000000000000000000000000000000
1973705,370.000000000000000000000000000000
1973706,65.000000000000000000000000000000
1973707,162.000000000000000000000000000000
1973708,68.000000000000000000000000000000
1973709,97.000000000000000000000000000000
1973710,121.000000000000000000000000000000
1973711,181.000000000000000000000000000000
1973712,36.000000000000000000000000000000
1973713,63.000000000000000000000000000000
1973714,84.000000000000000000000000000000
1973715,118.000000000000000000000000000000
1973716,366.000000000000000000000000000000
1973717,89.000000000000000000000000000000
1973718,499.000000000000000000000000000000
1973719,177.000000000000000000000000000000
1973720,246.000000000000000000000000000000
1973721,436.000000000000000000000000000000
1973722,27.000000000000000000000000000000
1973723,186.000000000000000000000000000000
1973724,97.000000000000000000000000000000
1973725,63.000000000000000000000000000000
1973726,251.000000000000000000000000000000
1973727,60.000000000000000000000000000000
1973728,211.000000000000000000000000000000
1975785,121.000000000000000000000000000000
1975786,134.000000000000000000000000000000
1975787,213.000000000000000000000000000000
1975788,81.000000000000000000000000000000
1975789,36.000000000000000000000000000000
1975790,73.000000000000000000000000000000
1975791,152.000000000000000000000000000000
1975792,217.000000000000000000000000000000
1975793,19.000000000000000000000000000000
1975794,546.000000000000000000000000000000
1975795,86.000000000000000000000000000000
1975796,205.000000000000000000000000000000
1975797,234.000000000000000000000000000000
1975798,198.000000000000000000000000000000
1975799,436.000000000000000000000000000000
1975800,110.000000000000000000000000000000
1975801,244.000000000000000000000000000000
1975802,42.000000000000000000000000000000
1975803,133.000000000000000000000000000000
1975804,490.000000000000000000000000000000
1975805,85.000000000000000000000000000000
1975806,324.000000000000000000000000000000
1975807,630.000000000000000000000000000000
1975808,335.000000000000000000000000000000
1975809,339.000000000000000000000000000000
1975810,303.000000000000000000000000000000
1975811,305.000000000000000000000000000000
1975812,170.000000000000000000000000000000
1975813,68.000000000000000000000000000000
1975814,84.000000000000000000000000000000
1975815,146.000000000000000000000000000000
1975816,219.000000000000000000000000000000
1975817,127.000000000000000000000000000000
1975818,115.000000000000000000000000000000
1975819,95.000000000000000000000000000000
1975820,233.000000000000000000000000000000
1975821,118.000000000000000000000000000000
1975822,52.000000000000000000000000000000
1975823,62.000000000000000000000000000000
1975824,109.000000000000000000000000000000
1975825,124.000000000000000000000000000000
1975826,266.000000000000000000000000000000
1975827,1825.000000000000000000000000000000
1975828,145.000000000000000000000000000000
1975829,151.000000000000000000000000000000
1975830,476.000000000000000000000000000000
1975831,199.000000000000000000000000000000
1975832,452.000000000000000000000000000000
1975833,347.000000000000000000000000000000
1975834,49.000000000000000000000000000000
1975835,470.000000000000000000000000000000
1975836,125.000000000000000000000000000000
1975837,46.000000000000000000000000000000
1975838,249.000000000000000000000000000000
1975839,82.000000000000000000000000000000
1975840,313.000000000000000000000000000000
1975841,64.000000000000000000000000000000
1975842,359.000000000000000000000000000000
1975843,323.000000000000000000000000000000
1975844,57.000000000000000000000000000000
1975845,188.000000000000000000000000000000
1975846,129.000000000000000000000000000000
1975847,27.000000000000000000000000000000
1975848,404.000000000000000000000000000000
1975849,55.000000000000000000000000000000
1975850,108.000000000000000000000000000000
1975851,127.000000000000000000000000000000
1975852,198.000000000000000000000000000000
1975853,324.000000000000000000000000000000
1975854,228.000000000000000000000000000000
1975855,269.000000000000000000000000000000
1975856,142.000000000000000000000000000000
1975857,344.000000000000000000000000000000
1975858,157.000000000000000000000000000000
1975859,392.000000000000000000000000000000
1975860,384.000000000000000000000000000000
1975861,119.000000000000000000000000000000
1975862,184.000000000000000000000000000000
1975863,115.000000000000000000000000000000
1975864,333.000000000000000000000000000000
1975865,136.000000000000000000000000000000
1975866,228.000000000000000000000000000000
1975867,101.000000000000000000000000000000
1975868,374.000000000000000000000000000000
1975869,510.000000000000000000000000000000
1975870,64.000000000000000000000000000000
1975871,94.000000000000000000000000000000
1975872,77.000000000000000000000000000000
1975873,58.000000000000000000000000000000
1975874,66.000000000000000000000000000000
1975875,65.000000000000000000000000000000
1975876,420.000000000000000000000000000000
1975877,433.000000000000000000000000000000
1975878,177.000000000000000000000000000000
1975879,467.000000000000000000000000000000
1975880,164.000000000000000000000000000000
1975881,67.000000000000000000000000000000
1975882,405.000000000000000000000000000000
1975883,209.000000000000000000000000000000
1975884,53.000000000000000000000000000000
1975885,65.000000000000000000000000000000
1975886,66.000000000000000000000000000000
1975887,658.000000000000000000000000000000
1975888,67.000000000000000000000000000000
1975889,118.000000000000000000000000000000
1975890,153.000000000000000000000000000000
1975891,81.000000000000000000000000000000
1975892,134.000000000000000000000000000000
1975893,65.000000000000000000000000000000
1975894,106.000000000000000000000000000000
1975895,125.000000000000000000000000000000
1975896,280.000000000000000000000000000000
1975897,203.000000000000000000000000000000
1975898,347.000000000000000000000000000000
1975899,566.000000000000000000000000000000
1975900,134.000000000000000000000000000000
1975901,413.000000000000000000000000000000
1975902,57.000000000000000000000000000000
1975903,69.000000000000000000000000000000
1975904,335.000000000000000000000000000000
1975905,351.000000000000000000000000000000
1975906,436.000000000000000000000000000000
1975907,308.000000000000000000000000000000
1975908,158.000000000000000000000000000000
1975909,370.000000000000000000000000000000
1975910,46.000000000000000000000000000000
1975911,79.000000000000000000000000000000
1975912,272.000000000000000000000000000000
1975913,72.000000000000000000000000000000
1975914,227.000000000000000000000000000000
1975915,59.000000000000000000000000000000
1975916,44.000000000000000000000000000000
1975917,80.000000000000000000000000000000
1975918,105.000000000000000000000000000000
1975919,64.000000000000000000000000000000
1975920,63.000000000000000000000000000000
1975921,42.000000000000000000000000000000
1975922,77.000000000000000000000000000000
1975923,39.000000000000000000000000000000
1975924,66.000000000000000000000000000000
1975925,48.000000000000000000000000000000
1975926,47.000000000000000000000000000000
1975927,52.000000000000000000000000000000
1975928,65.000000000000000000000000000000
1975929,37.000000000000000000000000000000
1975930,46.000000000000000000000000000000
1975931,38.000000000000000000000000000000
1975932,45.000000000000000000000000000000
1975933,156.000000000000000000000000000000
1975934,226.000000000000000000000000000000
1975935,269.000000000000000000000000000000
1975936,161.000000000000000000000000000000
1975937,382.000000000000000000000000000000
1975938,55.000000000000000000000000000000
1975939,214.000000000000000000000000000000
1975940,132.400000000000000000000000000000
1975941,237.300000000000000000000000000000
1975942,275.800000000000000000000000000000
1975943,133.400000000000000000000000000000
1975944,78.800000000000000000000000000000
1975945,123.800000000000000000000000000000
1975946,189.100000000000000000000000000000
1975947,1325.000000000000000000000000000000
1975948,199.400000000000000000000000000000
1975949,49.06
1975950,124.800000000000000000000000000000
1975951,65.000000000000000000000000000000
1975952,154.100000000000000000000000000000
1975953,352.700000000000000000000000000000
1975954,333.200000000000000000000000000000
1975955,90.45
1975956,100.600000000000000000000000000000
1975957,497.600000000000000000000000000000
1975958,52.89
1975959,513.800000000000000000000000000000
1975960,501.700000000000000000000000000000
1975961,232.200000000000000000000000000000
1975962,96.86
1975963,104.200000000000000000000000000000
1975964,146.400000000000000000000000000000
1975965,100.300000000000000000000000000000
1975966,74.54
1975967,156.900000000000000000000000000000
1975968,205.400000000000000000000000000000
1975969,578.100000000000000000000000000000
1975970,460.300000000000000000000000000000
1975971,165.000000000000000000000000000000
1975972,148.400000000000000000000000000000
1975973,357.000000000000000000000000000000
1975974,279.500000000000000000000000000000
1975975,253.200000000000000000000000000000
1975976,294.400000000000000000000000000000
1975977,69.38
1975978,102.700000000000000000000000000000
1975979,246.100000000000000000000000000000
1975980,342.900000000000000000000000000000
1975981,118.400000000000000000000000000000
1975982,88.000000000000000000000000000000
1975983,661.600000000000000000000000000000
1975984,3052.000000000000000000000000000000
1975985,411.500000000000000000000000000000
1975986,415.300000000000000000000000000000
1975987,136.600000000000000000000000000000
1975988,99.86
1975989,66.47
1975990,88.29
1975991,53.88
1975992,274.800000000000000000000000000000
1975993,232.800000000000000000000000000000
1975994,129.200000000000000000000000000000
1975995,232.000000000000000000000000000000
1975996,49.97
1975997,48.19
1975998,39.47
1975999,81.71
1976000,465.500000000000000000000000000000
1976001,113.400000000000000000000000000000
1976002,56.400000000000000000000000000000
1976003,147.000000000000000000000000000000
1976004,78.85
1976005,84.39
1976006,307.000000000000000000000000000000
1976007,52.47
1978521,178.600000000000000000000000000000
1978522,59.45
1978523,106.900000000000000000000000000000
1978524,145.600000000000000000000000000000
1978525,173.100000000000000000000000000000
1978526,199.800000000000000000000000000000
1978527,366.800000000000000000000000000000
1978528,160.200000000000000000000000000000
1978529,190.500000000000000000000000000000
1978530,114.600000000000000000000000000000
1978531,289.200000000000000000000000000000
1978532,232.100000000000000000000000000000
1978533,71.94
1978534,51.68
1978535,36.82
1978536,62.89
1978537,71.52
1978538,259.000000000000000000000000000000
1978539,82.31
1978540,31.84
1978541,248.600000000000000000000000000000
1978542,413.500000000000000000000000000000
1978543,90.69
1978544,153.600000000000000000000000000000
1978545,110.000000000000000000000000000000
1978546,73.48
1978547,67.85
1978548,281.100000000000000000000000000000
1978549,349.300000000000000000000000000000
1978550,63.89
1978551,62.81
1978552,46.61
1978553,53.300000000000000000000000000000
1978554,160.800000000000000000000000000000
1978555,194.700000000000000000000000000000
1978556,158.300000000000000000000000000000
1978557,37.16
1978558,237.100000000000000000000000000000
1978559,69.07
1978560,158.300000000000000000000000000000
1978561,45.55
1978562,77.85
1978563,44.88
1978564,149.100000000000000000000000000000
1978565,160.200000000000000000000000000000
1978566,198.500000000000000000000000000000
1978567,259.800000000000000000000000000000
1978568,107.400000000000000000000000000000
1978569,126.700000000000000000000000000000
1978570,169.200000000000000000000000000000
1978571,358.300000000000000000000000000000
1978572,45.78
1978573,55.700000000000000000000000000000
1978574,70.64
1978575,85.79
1978576,120.100000000000000000000000000000
1978577,67.85
1978578,212.700000000000000000000000000000
1978579,30.200000000000000000000000000000
1978580,15.47
1978581,18.28
1978582,37.51
1978583,122.300000000000000000000000000000
1978584,25.82
1978585,114.700000000000000000000000000000
1978586,924.700000000000000000000000000000
1978587,539.900000000000000000000000000000
1978588,50.82
1978589,154.200000000000000000000000000000
1978590,178.300000000000000000000000000000
1978591,153.800000000000000000000000000000
1978592,156.800000000000000000000000000000
1978593,373.200000000000000000000000000000
1978594,69.98
1978595,96.52
1978596,358.100000000000000000000000000000
1978597,268.300000000000000000000000000000
1978598,163.900000000000000000000000000000
1978599,164.700000000000000000000000000000
1978600,163.300000000000000000000000000000
1978601,490.600000000000000000000000000000
1978602,337.400000000000000000000000000000
1978603,335.000000000000000000000000000000
1978604,275.900000000000000000000000000000
1978605,357.400000000000000000000000000000
1978606,275.300000000000000000000000000000
1978607,246.700000000000000000000000000000
1978608,308.100000000000000000000000000000
1978609,399.400000000000000000000000000000
1978610,201.500000000000000000000000000000
1978611,325.300000000000000000000000000000
1978612,161.500000000000000000000000000000
1978613,355.600000000000000000000000000000
1978614,186.400000000000000000000000000000
1978615,175.400000000000000000000000000000
1978616,141.500000000000000000000000000000
1978617,333.700000000000000000000000000000
1978618,183.800000000000000000000000000000
1978619,129.300000000000000000000000000000
1978620,20.33
1978621,234.700000000000000000000000000000
1978622,122.800000000000000000000000000000
1978623,90.89
1978624,74.600000000000000000000000000000
1978625,58.79
1978626,98.100000000000000000000000000000
1978627,85.82
1978628,95.16
1978629,138.200000000000000000000000000000
1978630,48.89
1978631,71.77
1978632,581.200000000000000000000000000000
1978633,175.600000000000000000000000000000
1978634,545.600000000000000000000000000000
1978635,388.100000000000000000000000000000
1978636,472.300000000000000000000000000000
1978637,645.000000000000000000000000000000
1978638,465.100000000000000000000000000000
1978639,599.900000000000000000000000000000
1978640,423.300000000000000000000000000000
1978641,465.900000000000000000000000000000
1978642,326.600000000000000000000000000000
1978643,361.800000000000000000000000000000
1978644,163.000000000000000000000000000000
1978645,292.600000000000000000000000000000
1978646,212.800000000000000000000000000000
1978647,530.100000000000000000000000000000
1978648,157.000000000000000000000000000000
1978649,401.800000000000000000000000000000
1978650,223.700000000000000000000000000000
1978651,195.600000000000000000000000000000
1978652,267.200000000000000000000000000000
1978653,356.500000000000000000000000000000
1978654,173.800000000000000000000000000000
1978655,278.900000000000000000000000000000
1978656,184.700000000000000000000000000000
1978657,142.400000000000000000000000000000
1978658,89.79
1978659,263.200000000000000000000000000000
1978660,178.200000000000000000000000000000
1978661,141.300000000000000000000000000000
1978662,120.700000000000000000000000000000
1978663,174.600000000000000000000000000000
1978664,46.18
1978665,115.400000000000000000000000000000
1978666,91.52
1978667,120.100000000000000000000000000000
1978668,109.700000000000000000000000000000
1978669,288.200000000000000000000000000000
1978670,81.31
1978671,95.37
1978672,50.79
1978673,60.47
1978674,92.16
1978675,90.72
1978676,48.24
1978677,30.600000000000000000000000000000
1978678,31.55
1978679,4.83
1978680,22.96
1978681,58.26
1978682,110.200000000000000000000000000000
1978683,209.200000000000000000000000000000
1978684,63.84
1978685,44.34
1978686,133.700000000000000000000000000000
1978687,204.400000000000000000000000000000
1978688,61.64
1978689,205.600000000000000000000000000000
1978690,560.200000000000000000000000000000
1978691,420.900000000000000000000000000000
1978692,242.100000000000000000000000000000
1978693,251.800000000000000000000000000000
1978694,328.400000000000000000000000000000
1978695,113.100000000000000000000000000000
1978696,475.300000000000000000000000000000
1978697,119.300000000000000000000000000000
1978698,444.900000000000000000000000000000
1978699,140.800000000000000000000000000000
1978700,153.400000000000000000000000000000
1978701,679.000000000000000000000000000000
1978702,173.400000000000000000000000000000
1978703,446.500000000000000000000000000000
1978704,180.800000000000000000000000000000
1978705,646.900000000000000000000000000000
1978706,526.700000000000000000000000000000
1978707,288.400000000000000000000000000000
1978708,342.900000000000000000000000000000
1978709,297.900000000000000000000000000000
1978710,200.400000000000000000000000000000
1978711,219.800000000000000000000000000000
1978712,212.000000000000000000000000000000
1978713,168.100000000000000000000000000000
1978714,137.200000000000000000000000000000
1978715,109.400000000000000000000000000000
1978716,121.500000000000000000000000000000
1978717,208.16
1978718,187.000000000000000000000000000000
1978719,159.65
1978720,783.300000000000000000000000000000
1978721,106.03
1978722,112.89
1978723,144.41
1978724,108.17
1978725,110.06
1978726,108.46
1978727,192.99
1978728,63.43
1978729,239.33
1978730,86.05
1978731,69.07
1978732,110.31
1978733,121.81
1978734,76.12
1978735,126.66
1978736,57.12
1978737,92.800000000000000000000000000000
1978738,107.46
1978739,359.57
1978740,1301.49
1978741,412.25
1978742,390.88
1978743,841.74
1981647,935.07
1981648,1175.43
1981649,367.08
1981650,1356.31
1981651,585.88
1981652,237.84
1981653,600.97
1981654,150.52
1981655,655.45
1981656,599.13
1981657,966.000000000000000000000000000000
1981658,2212.26
1981659,773.45
1981660,862.37
1981661,634.33
1981662,330.81
1981663,364.04
1981664,281.99
1981665,137.31
1981666,148.58
1981667,149.400000000000000000000000000000
1981668,109.07
1981669,167.33
1981670,205.14
1981671,143.82
1981672,175.45
